book;chapter;verse;sentence#;clause#;lex;status;sense_label;sense;action_status;action;#dos;#pdos;#ndos;#kdos;#ldos;#idos;#cdos;#inds;#locs;#cpls;#bens;text
Genesis;19;38;143;1;"QR>";;"<n.>";"call [3|name~him] (to be named) [4|Ben-Ammi]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|TQR> ] [3|#MW ] [4|BN&<MJ ]"
Genesis;20;8;32;1;"QR>";;"<-->";"shout; call; invoke";!;"";0;0;0;0;1;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|LKL&<BDJW ]"
Genesis;20;9;35;1;"QR>";;"<-->";"shout; call; invoke";!;"";0;0;0;0;1;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|>BJMLK ] [4|L>BRHM ]"
Genesis;21;3;5;1;"QR>";;"<n.>";"call [4|& name son~him] (to be named) [5|Isaac]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|>BRHM ] [4|>T&#M&BNW ] [5|JYXQ00.]"
Genesis;21;17;44;1;"QR>";;"<-i>";"call; summon [4|to Hagar]";!;"";0;0;0;0;0;0;0;1;1;0;0;"[1|W] [2|JQR> ] [3|ML>K >LHJM ] [4|>L&HGR ] [5|MN&H#MJM ]"
Genesis;21;31;88;1;"QR>";;"<l.>";"call [4|well Sheba] (to be named) [3|the place the he]";!;"";0;1;0;0;1;0;0;0;0;0;0;"[1|<L&KN ] [2|QR> ] [3|LMQWM HHW> ] [4|B>R #B< ]"
Genesis;21;33;94;1;"QR>";wrn;"<-p>";"call at [3|there] [4|in name YHWH god eternity]";?;"[3|there] [4|in name YHWH god eternity] taken as locative adjunct.";0;0;0;0;0;0;0;0;2;0;0;"[1|W] [2|JQR>&] [3|#M ] [4|B#M JHWH >L <WLM00.]"
Genesis;22;11;46;1;"QR>";;"<-i>";"call; summon [3|to~him]";!;"";0;0;0;0;0;0;0;1;1;0;0;"[1|W] [2|JQR> ] [3|>LJW ] [4|ML>K JHWH ] [5|MN&H#MJM ]"
Genesis;22;14;62;1;"QR>";;"<d->";"call; summon [4|name the place the he] (content or addressee)";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|>BRHM ] [4|#M&HMQWM HHW> ]"
Genesis;22;15;65;1;"QR>";;"<-i>";"call; summon [4|to Abraham]";!;"";0;0;0;0;0;0;0;1;1;0;0;"[1|W] [2|JQR> ] [3|ML>K JHWH ] [4|>L&>BRHM ] [5|#NJT ] [6|MN&H#MJM00.]"
Genesis;24;57;189;1;"QR>";;"<-->";"shout; call; invoke";!;"";0;0;0;0;1;0;0;0;0;0;0;"[1|NQR> ] [2|LN<R ]"
Genesis;24;58;191;1;"QR>";;"<-->";"shout; call; invoke";!;"";0;0;0;0;1;0;0;0;0;0;0;"[1|W] [2|JQR>W ] [3|LRBQH ]"
Genesis;25;25;52;1;"QR>";;"<n.>";"call [3|name~him] (to be named) [4|Esau]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|JQR>W ] [3|#MW ] [4|<#W00.]"
Genesis;25;26;55;1;"QR>";;"<n.>";"call [3|name~him] (to be named) [4|Jacob]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|#MW ] [4|J<QB ]"
Genesis;25;30;69;1;"QR>";;"<n.>";"call [3|name~him] (to be named) [4|Edom]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|<L&KN ] [2|QR>&] [3|#MW ] [4|>DWM00.]"
Genesis;26;9;30;1;"QR>";;"<-->";"shout; call; invoke";!;"";0;0;0;0;1;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|>BJMLK ] [4|LJYXQ ]"
Genesis;26;18;61;1;"QR>";;"<di>";"summon [4|name as the name] for [3|to~them:ff]";!;"";1;0;0;0;0;0;0;1;0;0;0;"[1|W] [2|JQR> ] [3|LHN ] [4|#MWT K#MT ]"
Genesis;26;18;61;2;"QR>";;"<-i>";"call; summon [3|to~them:ff]";!;"";0;0;0;0;0;0;0;1;0;0;0;"[1|>#R&] [2|QR> ] [3|LHN ] [4|>BJW00.]"
Genesis;26;20;66;1;"QR>";;"<n.>";"call [3|name the well] (to be named) [4|Esek]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|#M&HB>R ] [4|<#Q ]"
Genesis;26;21;70;1;"QR>";;"<n.>";"call [3|name~her] (to be named) [4|Sitnah]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|#MH ] [4|#VNH00.]"
Genesis;26;22;74;1;"QR>";;"<n.>";"call [3|name~her] (to be named) [4|Rehoboth]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|#MH ] [4|RXBWT ]"
Genesis;26;25;87;1;"QR>";wrn;"<-p>";"call at [3|in name YHWH]";?;"[3|in name YHWH] taken as locative adjunct.";0;0;0;0;0;0;0;0;1;0;0;"[1|W] [2|JQR> ] [3|B#M JHWH ]"
Genesis;26;33;115;1;"QR>";;"<n.>";"call [3|&~her] (to be named) [4|Shibah]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|>TH ] [4|#B<H ]"
Genesis;27;1;4;1;"QR>";;"<d->";"call; summon [3|& Esau son~him the great] (content or addressee)";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|>T&<#W BNW HGDL ]"
Genesis;27;36;143;1;"QR>";;"<n.>";"call [4|name~him] (to be named) [5|Jacob]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|H] [2|KJ ] [3|QR> ] [4|#MW ] [5|J<QB ]"
Genesis;27;42;173;1;"QR>";;"<-->";"shout; call; invoke";!;"";0;0;0;0;1;0;0;0;0;0;0;"[1|W] [2|TQR> ] [3|LJ<QB BNH HQVN ]"
Genesis;28;1;1;1;"QR>";;"<-i>";"call; summon [4|to Jacob]";!;"";0;0;0;0;0;0;0;1;0;0;0;"[1|W] [2|JQR> ] [3|JYXQ ] [4|>L&J<QB ]"
Genesis;28;19;61;1;"QR>";;"<n.>";"call [3|& name the place the he] (to be named) [4|Bethel]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|>T&#M&HMQWM HHW> ] [4|BJT&>L ]"
Genesis;29;32;106;1;"QR>";;"<n.>";"call [3|name~him] (to be named) [4|Reuben]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|TQR> ] [3|#MW ] [4|R>WBN ]"
Genesis;29;33;114;1;"QR>";;"<n.>";"call [3|name~him] (to be named) [4|Simeon]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|TQR> ] [3|#MW ] [4|#M<WN00.]"
Genesis;29;34;120;1;"QR>";;"<n.>";"call [3|name~him] (to be named) [4|Levi]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|<L&KN ] [2|QR>&] [3|#MW ] [4|LWJ00.]"
Genesis;29;35;125;1;"QR>";;"<n.>";"call [3|name~him] (to be named) [4|Judah]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|<L&KN ] [2|QR>H ] [3|#MW ] [4|JHWDH ]"
Genesis;30;6;22;1;"QR>";;"<n.>";"call [3|name~him] (to be named) [4|Dan]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|<L&KN ] [2|QR>H ] [3|#MW ] [4|DN00.]"
Genesis;30;8;28;1;"QR>";;"<n.>";"call [3|name~him] (to be named) [4|Naphtali]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|TQR> ] [3|#MW ] [4|NPTLJ00.]"
Genesis;30;11;35;1;"QR>";;"<n.>";"call [3|& name~him] (to be named) [4|Gad]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|TQR> ] [3|>T&#MW ] [4|GD00.]"
Genesis;30;13;40;1;"QR>";;"<n.>";"call [3|& name~him] (to be named) [4|Asher]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|TQR> ] [3|>T&#MW ] [4|>#R00.]"
Genesis;30;18;61;1;"QR>";;"<n.>";"call [3|name~him] (to be named) [4|Issachar]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|TQR> ] [3|#MW ] [4|J##KR00.]"
Genesis;30;20;68;1;"QR>";;"<n.>";"call [3|& name~him] (to be named) [4|Zebulun]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|TQR> ] [3|>T&#MW ] [4|ZBLWN00.]"
Genesis;30;21;70;1;"QR>";;"<n.>";"call [3|& name~her] (to be named) [4|Dinah]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|TQR> ] [3|>T&#MH ] [4|DJNH00.]"
Genesis;30;24;78;1;"QR>";;"<n.>";"call [3|& name~him] (to be named) [4|Joseph]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|TQR> ] [3|>T&#MW ] [4|JWSP ]"
Genesis;31;4;10;1;"QR>";wrn;"<-p>";"call at [4|the open field] [5|to cattle~him]";?;"[4|the open field] [5|to cattle~him] taken as locative adjunct.";0;0;0;0;1;0;0;0;2;0;0;"[1|W] [2|JQR> ] [3|LRXL WLL>H ] [4|H#DH ] [5|>L&Y>NW00.]"
Genesis;31;47;159;1;"QR>";;"<di>";"summon [5|heap of stones testimony] for [3|to~him]";!;"";1;0;0;0;0;0;0;1;0;0;0;"[1|W] [2|JQR>&] [3|LW ] [4|LBN ] [5|JGR #HDWT> ]"
Genesis;31;47;160;1;"QR>";;"<di>";"summon [5|Galeed] for [4|to~him]";!;"";1;0;0;0;0;0;0;1;0;0;0;"[1|W] [2|J<QB ] [3|QR> ] [4|LW ] [5|GL<D00.]"
Genesis;31;48;163;1;"QR>";;"<n.>";"call [3|name~him] (to be named) [4|Galeed]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|<L&KN ] [2|QR>&] [3|#MW ] [4|GL<D00.]"
Genesis;31;54;181;1;"QR>";;"<-->";"shout; call; invoke";!;"";0;0;0;0;1;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|L>XJW ]"
Genesis;32;3;10;1;"QR>";;"<n.>";"call [3|name the place the he] (to be named) [4|Mahanaim]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|#M&HMQWM HHW> ] [4|MXNJM00.]"
Genesis;32;31;102;1;"QR>";;"<n.>";"call [4|name the place] (to be named) [5|Peniel]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|J<QB ] [4|#M HMQWM ] [5|PNJ>L ]"
Genesis;33;17;62;1;"QR>";;"<n.>";"call [3|name the place] (to be named) [4|Succoth]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|<L&KN ] [2|QR> ] [3|#M&HMQWM ] [4|SKWT00.]"
Genesis;33;20;68;1;"QR>";;"<di>";"summon [4|god god(s) Israel] for [3|to~him]";!;"";1;0;0;0;0;0;0;1;0;0;0;"[1|W] [2|JQR>&] [3|LW ] [4|>L >LHJ J#R>L00.]"
Genesis;35;7;22;1;"QR>";;"<l.>";"call [4|god Bethel] (to be named) [3|the place]";!;"";0;1;0;0;1;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|LMQWM ] [4|>L BJT&>L ]"
Genesis;35;8;26;1;"QR>";;"<n.>";"call [3|name~him] (to be named) [4|big tree weeping]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|#MW ] [4|>LWN BKWT00.]"
Genesis;35;10;33;1;"QR>";;"<n.>";"call [3|& name~him] (to be named) [4|Israel]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|>T&#MW ] [4|J#R>L00.]"
Genesis;35;15;46;1;"QR>";;"<n.>";"call [4|& name the place] (to be named) [5|Bethel]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|J<QB ] [4|>T&#M HMQWM ] [5|BJT&>L00.]"
Genesis;35;18;56;1;"QR>";;"<n.>";"call [3|name~him] (to be named) [4|Ben-Oni]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|TQR> ] [3|#MW ] [4|BN&>WNJ ]"
Genesis;35;18;57;1;"QR>";;"<di>";"summon [5|Benjamin] for [4|to~him]";!;"";1;0;0;0;0;0;0;1;0;0;0;"[1|W] [2|>BJW ] [3|QR>&] [4|LW ] [5|BNJMJN00.]"
Genesis;38;3;11;1;"QR>";;"<n.>";"call [3|& name~him] (to be named) [4|Er]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|>T&#MW ] [4|<R00.]"
Genesis;38;4;14;1;"QR>";;"<n.>";"call [3|& name~him] (to be named) [4|Onan]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|TQR> ] [3|>T&#MW ] [4|>WNN00.]"
Genesis;38;5;17;1;"QR>";;"<n.>";"call [3|& name~him] (to be named) [4|Shelah]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|TQR> ] [3|>T&#MW ] [4|#LH ]"
Genesis;38;29;122;1;"QR>";;"<n.>";"call [3|name~him] (to be named) [4|Perez]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|#MW ] [4|PRY00.]"
Genesis;38;30;124;1;"QR>";;"<n.>";"call [3|name~him] (to be named) [4|Zerah]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|#MW ] [4|ZRX00.]"
Genesis;39;14;40;1;"QR>";;"<-->";"shout; call; invoke";!;"";0;0;0;0;1;0;0;0;0;0;0;"[1|W] [2|TQR> ] [3|L>N#J BJTH ]"
Genesis;39;14;45;1;"QR>";;"<-->";"shout; call; invoke";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|W] [2|>QR> ] [3|BQWL GDWL00.]"
Genesis;39;15;46;4;"QR>";;"<-->";"shout; call; invoke";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|W] [2|>QR> ]"
Genesis;39;18;53;3;"QR>";;"<-->";"shout; call; invoke";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|W] [2|>QR> ]"
Genesis;41;8;20;1;"QR>";;"<d->";"call; summon [3|& whole magician Egypt and & whole wise~her] (content or addressee)";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|>T&KL&XRVMJ MYRJM W>T&KL&XKMJH ]"
Genesis;41;14;38;1;"QR>";;"<d->";"call; summon [3|& Joseph] (content or addressee)";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|>T&JWSP ]"
Genesis;41;43;114;1;"QR>";;"<dp>";"call out [2|<uncertain>] before [3|to face~him]";!;"";0;0;0;0;0;0;1;0;1;0;0;"[1|W] [2|JQR>W ] [3|LPNJW ]"
Genesis;41;45;119;1;"QR>";;"<n.>";"call [4|name Joseph] (to be named) [5|Zaphenath-Paneah]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|PR<H ] [4|#M&JWSP ] [5|YPNT P<NX ]"
Genesis;41;51;131;1;"QR>";;"<n.>";"call [4|& name the first-born] (to be named) [5|Manasseh]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|JWSP ] [4|>T&#M HBKWR ] [5|MN#H ]"
Genesis;41;52;133;1;"QR>";;"<n.>";"call [2|& name the second] (to be named) [4|Ephraim]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|>T #M H#NJ ] [3|QR> ] [4|>PRJM ]"
Genesis;45;1;2;1;"QR>";;"<-->";"shout; call; invoke";!;"";0;0;0;0;0;0;0;0;0;0;0;"[1|W] [2|JQR> ]"
Genesis;46;33;70;1;"QR>";;"<-i>";"call; summon [3|to~you:mm]";!;"";0;0;0;0;0;0;0;1;0;0;0;"[1|KJ&] [2|JQR> ] [3|LKM ] [4|PR<H ]"
Genesis;47;29;100;1;"QR>";;"<-->";"shout; call; invoke";!;"";0;0;0;0;1;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|LBNW LJWSP ]"
Genesis;49;1;1;1;"QR>";;"<-i>";"call; summon [4|to son~him]";!;"";0;0;0;0;0;0;0;1;0;0;0;"[1|W] [2|JQR> ] [3|J<QB ] [4|>L&BNJW ]"
Genesis;50;11;34;1;"QR>";;"<n.>";"call [3|name~her] (to be named) [4|Abel Mizraim]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|<L&KN ] [2|QR> ] [3|#MH ] [4|>BL MYRJM ]"
Exodus;1;18;39;1;"QR>";;"<-->";"shout; call; invoke";!;"";0;0;0;0;1;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|MLK&MYRJM ] [4|LMJLDT ]"
Exodus;2;7;26;1;"QR>";;"<di>";"summon [4|woman nursing woman from the Hebrew] for [3|to~you:f]";!;"";1;0;0;0;0;0;0;1;0;0;0;"[1|W] [2|QR>TJ ] [3|LK ] [4|>#H MJNQT MN H<BRJT ]"
Exodus;2;8;31;1;"QR>";;"<d->";"call; summon [3|& mother the boy] (content or addressee)";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|W] [2|TQR> ] [3|>T&>M HJLD00.]"
Exodus;2;10;41;1;"QR>";;"<n.>";"call [3|name~him] (to be named) [4|Moses]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|TQR> ] [3|#MW ] [4|M#H ]"
Exodus;2;20;89;1;"QR>";;"<-i>";"call; summon [2|to~him]";!;"";0;0;0;0;0;0;0;1;0;0;0;"[1|QR>N ] [2|LW ]"
Exodus;2;22;94;1;"QR>";;"<n.>";"call [3|& name~him] (to be named) [4|Gershom]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|>T&#MW ] [4|GR#M ]"
Exodus;3;4;14;1;"QR>";;"<-i>";"call; summon [3|to~him]";!;"";0;0;0;0;0;0;0;1;1;0;0;"[1|W] [2|JQR> ] [3|>LJW ] [4|>LHJM ] [5|MTWK HSNH ]"
Exodus;7;11;29;1;"QR>";;"<-->";"shout; call; invoke";!;"";0;0;0;0;1;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|GM&PR<H ] [4|LXKMJM WLMK#PJM ]"
Exodus;8;4;10;1;"QR>";;"<-->";"shout; call; invoke";!;"";0;0;0;0;1;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|PR<H ] [4|LM#H WL>HRN ]"
Exodus;8;21;71;1;"QR>";;"<-i>";"call; summon [4|to Moses]";!;"";0;0;0;0;0;0;0;1;0;0;0;"[1|W] [2|JQR> ] [3|PR<H ] [4|>L&M#H ]"
Exodus;9;27;75;1;"QR>";;"<-->";"shout; call; invoke";!;"";0;0;0;0;1;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|LM#H WL>HRN ]"
Exodus;10;16;58;2;"QR>";;"<-->";"shout; call; invoke";!;"";0;0;0;0;1;0;0;0;0;0;0;"[1|LQR> ] [2|LM#H WL>HRN ]"
Exodus;10;24;81;1;"QR>";;"<-i>";"call; summon [4|to Moses]";!;"";0;0;0;0;0;0;0;1;0;0;0;"[1|W] [2|JQR> ] [3|PR<H ] [4|>L&M#H ]"
Exodus;12;21;52;1;"QR>";;"<-->";"shout; call; invoke";!;"";0;0;0;0;1;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|M#H ] [4|LKL&ZQNJ J#R>L ]"
Exodus;12;31;84;1;"QR>";;"<-->";"shout; call; invoke";!;"";0;0;0;0;1;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|LM#H WL>HRN ] [4|LJLH ]"
Exodus;15;23;70;1;"QR>";;"<n.>";"call [3|name~her] (to be named) [4|Marah]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|<L&KN ] [2|QR>&] [3|#MH ] [4|MRH00.]"
Exodus;16;31;102;1;"QR>";;"<n.>";"call [4|& name~him] (to be named) [5|manna]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|JQR>W ] [3|BJT&J#R>L ] [4|>T&#MW ] [5|MN ]"
Exodus;17;7;29;1;"QR>";;"<n.>";"call [3|name the place] (to be named) [4|Massah and Meribah]";!;"";0;1;1;0;0;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|#M HMQWM ] [4|MSH WMRJBH ]"
Exodus;17;15;59;1;"QR>";;"<d->";"call; summon [3|name~him] (content or addressee)";!;"";1;0;0;0;0;0;0;0;0;0;0;"[1|W] [2|JQR> ] [3|#MW ]"
